lep1_pt,lep2_pt,lep3_pt,lep1_charge,lep2_charge,lep3_charge,lep1_d0,lep2_d0,lep3_d0,lep1_d0sig,lep2_d0sig,lep3_d0sig,lep1_e,lep2_e,lep3_e,lep1_eta,lep2_eta,lep3_eta,lep1_phi,lep2_phi,lep3_phi,lep1_ptvarcone30,lep2_ptvarcone30,lep3_ptvarcone30,lep1_topoetcone20,lep2_topoetcone20,lep3_topoetcone20,lep1_z0,lep2_z0,lep3_z0,jet_n,met,met_phi
76.64764,26.53328,8.744793,1,-1,-1,-0.008674175,0.004338782,-0.0046001854,-0.6341132,0.2086939,-0.17755115,92.36204,64.88655,14.6588335,-0.6298813,-1.5426891,-1.1057996,-2.3114097,0.23773521,0.88392115,0.0,1.0641432,8.817512,1.3581731,-0.6047679,1.4058772,-0.025530815,0.007923126,0.04330349,0,57.314346,0.7476083
109.96066,23.672228,10.742168,1,-1,1,0.0092686,-0.014084961,-0.026092654,0.57847714,-0.9148223,-1.1255149,110.235596,24.645266,19.584785,-0.07069979,0.2857482,-1.208249,1.5130894,-0.4892523,0.33208266,0.0,0.0,11.292315,-1.0795988,1.0314319,0.8726684,0.029624939,-0.03439617,0.03694439,6,78.00775,-0.16149357
50.733498,34.32337,16.169378,1,-1,1,-0.011210395,-0.0064340555,0.09787981,-0.39023557,-0.29694766,3.6216228,96.073,132.07924,39.365574,1.2532747,2.0233953,1.5377907,0.69991755,-2.5738907,-1.4409381,0.0,0.0,4.088949,0.07793381,0.24203031,1.1405663,-0.00976181,0.19554138,-2.330946,1,20.730688,-1.0366695
72.24309,44.744644,36.74257,1,-1,1,-0.024571283,0.00068824494,-0.58704597,-1.3907257,0.04092195,-4.5153837,77.59677,44.794865,155.07626,-0.3826457,-0.047374837,-2.118789,1.2228438,-0.6408813,1.4072665,0.0,0.0,3.2168243,1.2495462,1.026996,17.192991,0.002532959,-0.05010605,0.39876175,3,41.98795,1.4391384
495.64407,157.09866,134.97903,-1,1,1,0.021740127,0.015463628,0.008901775,1.5014576,1.003838,0.28702646,1638.3201,658.1826,230.66592,1.8650066,2.1111987,-1.1296804,-1.2698704,-1.0763444,1.915225,0.0,0.0,0.0,3.4811025,-0.8374338,134.791,0.028968811,0.16443443,0.21497345,0,249.991,1.9179595
61.43022,16.06458,14.612549,1,1,-1,-0.0058389087,0.30538404,-0.0075277155,-0.46502802,19.529497,-0.34599188,71.42247,16.85225,33.053,-0.56290716,0.3118842,-1.4564887,0.5832521,-0.8363559,2.8204758,0.0,3.3716533,0.0,0.17105572,-1.024314,2.5466387,0.02220726,-0.16237068,0.014547348,1,5.7681265,-1.112207
72.73234,27.438425,8.810604,-1,1,1,-0.0043228543,0.0050223987,0.63532674,-0.23223907,0.3353583,15.129497,75.44834,28.932213,13.5121765,0.27244192,-0.32849506,-0.9919125,2.3413603,-0.88004255,-1.1541829,0.0,0.0,22.048428,-0.118869886,-0.10306705,17.373234,-0.026153564,0.060050964,1.185749,0,57.9122,-1.5305539
94.66211,40.808434,19.012897,-1,1,1,0.0076183253,-0.01029458,-0.062857956,0.45766366,-0.66871256,-1.5371177,106.934784,41.552708,33.98105,0.5038626,0.19069913,-1.1843566,-1.0369271,0.6813292,1.1971638,0.0,0.0,2.8851895,-0.044617247,-0.21232373,2.593461,-0.07718277,-0.06429672,-0.068748474,2,14.846165,1.864583
238.88667,57.85293,9.315274,-1,1,-1,0.016617125,0.0050227023,0.021421418,1.0582876,0.31398425,0.89555615,599.2516,128.46709,13.27602,-1.5705094,-1.435858,-0.8922642,-0.26538527,0.4847846,-1.4815321,0.0,0.0,0.0,-1.2373872,1.204933,1.470333,0.016746521,0.04785347,-0.010417938,2,52.62749,2.5075083
89.486336,25.323248,7.9038815,1,1,1,-0.04966112,0.013176408,0.08026165,-1.3727797,0.7289427,2.989885,513.4691,119.53307,15.915425,2.43257,2.2336035,-1.3247868,0.40939817,2.888168,-0.4867022,0.0,0.0,21.155241,-0.41213965,-0.33569983,1.3585606,-0.08269882,-0.030464172,-0.18048096,5,58.39585,0.4135123
