lep1_pt,lep2_pt,lep3_pt,lep1_charge,lep2_charge,lep3_charge,lep1_d0,lep2_d0,lep3_d0,lep1_d0sig,lep2_d0sig,lep3_d0sig,lep1_e,lep2_e,lep3_e,lep1_eta,lep2_eta,lep3_eta,lep1_phi,lep2_phi,lep3_phi,lep1_ptvarcone30,lep2_ptvarcone30,lep3_ptvarcone30,lep1_topoetcone20,lep2_topoetcone20,lep3_topoetcone20,lep1_z0,lep2_z0,lep3_z0,jet_n,met,met_phi
40.72241,28.664282,9.926952,1,1,-1,-0.0030826698,0.0013382783,-0.0047270386,-0.1739721,0.08310508,-0.2213951,74.667046,39.02593,16.680815,-1.2150388,0.8265441,1.1088141,-0.8280985,2.604225,2.9773707,0.0,0.0,0.0,1.3760637,2.6150846,0.2794727,-0.022895813,-0.014480591,0.06576538,1,47.496506,1.3860685
24.363672,11.972884,34.31059,1,-1,1,-0.010449943,0.02157307,0.004724841,-0.4450819,0.7286637,0.35167193,66.14547,44.346607,59.18918,1.6561242,1.9837968,-1.1412836,0.30126473,-1.0968013,-1.8688807,0.0,0.0,0.0,0.76309884,0.33675298,-0.052806593,-0.0039402246,-0.02291751,-0.03147173,3,50.885197,-0.92665195
43.646427,150.08372,132.09633,-1,-1,1,0.016882943,-0.0012929706,-0.00065057824,0.5948395,-0.106341384,-0.056238394,47.295895,181.02036,175.46097,0.40613905,-0.63152623,-0.7896107,3.1229262,2.9373481,2.3302023,0.0,0.0,0.0,2.5700219,-0.11444849,2.9649324,-0.073617935,0.04965782,0.019506454,4,125.51137,-0.5550835
58.57624,63.72895,61.12077,1,1,-1,0.004093625,0.00045601817,-0.004646032,0.32259092,0.035474062,-0.35634315,153.75565,84.80896,309.95276,1.6197468,-0.7924582,2.306849,1.3964769,-1.6830707,0.036112335,0.0,0.0,0.0,1.8329585,0.95002455,-0.44131544,-0.02360344,0.028737068,0.14993572,4,66.811905,2.513597
75.466545,121.09517,244.88031,1,-1,-1,-0.006196895,-0.00044098176,-0.0026033435,-0.49465415,-0.03679182,-0.22724691,166.51286,132.2976,1363.7645,1.4287001,0.4268884,2.402222,-0.31291747,-0.2037798,-3.137994,0.0,0.0,0.0,-0.9562445,-0.6147128,0.08120892,-0.016010284,-0.058063507,0.029449463,2,20.98078,-1.788037
45.959988,20.94193,39.02409,-1,-1,1,0.0375979,0.024064803,-0.033484705,2.0694535,1.7394247,-1.7928116,47.257416,21.19323,202.7991,0.23705564,-0.15468216,-2.3317955,1.8244777,1.484186,-1.2594507,0.0,0.0,0.0,0.20273931,-0.7517168,0.22881733,0.14406967,-0.019172668,0.17634583,0,23.720453,-2.539619
117.8491,24.075573,17.456863,-1,1,-1,-0.014018158,0.010722758,-0.0065333727,-1.0464418,0.58186466,-0.41740128,152.96957,25.847433,41.599155,0.7540355,0.3813408,-1.5142357,2.662183,-1.5849631,0.4738207,0.0,0.0,0.0,2.885626,2.6880841,1.4628918,-0.0018119812,-0.0038223267,0.10202026,2,118.81944,1.2848783
54.37394,34.843025,39.070107,1,1,-1,0.0073509254,-0.0038826554,-0.014054443,0.60235995,-0.24835092,-0.8607657,55.09709,45.645462,53.13659,0.16290087,-0.76839304,0.8249689,2.742398,1.1812063,0.37993696,0.0,0.0,0.0,9.344792,-0.48337513,0.61794716,-0.052703857,0.012649536,0.05464554,0,84.6294,-1.5378122
13.973052,20.11232,87.0396,-1,-1,1,-0.0072244476,0.0034094919,0.0053095315,-0.3755419,0.20241465,0.4424735,14.2395735,22.283876,98.09068,-0.19500595,0.46058777,-0.49873096,2.5188582,1.5213631,-1.0392954,0.0,0.0,0.0,-0.1730326,-0.52150583,-0.84971803,-0.112734795,0.05913353,0.06857777,2,75.75912,2.3291366
175.77455,12.149343,61.666046,-1,1,1,-0.008131869,-0.016799767,-0.012049361,-0.5392881,-0.86111736,-0.94399583,237.61276,12.150765,67.5007,0.8159865,0.015302139,-0.4316483,0.7867822,2.8729737,2.7045147,0.0,0.0,0.0,3.1069412,1.1149105,-0.975372,-0.0634079,0.07725716,-0.021137238,5,56.5423,-0.27592048
